Local Date, Local Time, Day Type ID, Total Carriageway Flow, Total Flow vehicles less than 5.2m, Total Flow vehicles 5.21m - 6.6m, Total Flow vehicles 6.61m - 11.6m, Total Flow vehicles above 11.6m, Speed Value, Average Speed in MPH, Cat 1 Speed Count, Cat 2 Speed Count, Cat 3 Speed Count, Cat 4 Speed Count, Cat 5 Speed Count, Cat 6 Speed Count, Cat 7 Speed Count, Cat 8 Speed Count, Cat 9 Speed Count, Cat 10 Speed Count, Cat 11 Speed Count, Cat 12 Speed Count, Cat 13 Speed Count, Cat 14 Speed Count, Cat speed counts included flag, Quality Index, Network Link Id, NTIS Model Version
2022-01-07,04:29:00,4,63,13,10,8,32,97.32,60.48,0,0,0,0,0,0,0,0,1,15,20,14,12,1,True,15,200109898,15
2022-01-07,04:44:00,4,88,22,9,14,43,94.98,59.02,0,0,0,0,0,0,0,0,1,28,27,22,7,3,True,15,200109898,15
2022-01-07,04:59:00,4,81,18,10,16,37,99.09,61.57,0,0,0,0,0,0,0,0,1,15,28,20,9,8,True,15,200109898,15
2022-01-07,05:14:00,4,84,21,9,10,44,95.72,59.48,0,0,0,0,0,0,0,0,2,23,27,19,11,2,True,15,200109898,15
2022-01-07,05:29:00,4,121,44,12,13,52,97.98,60.89,0,0,0,0,0,0,0,0,1,22,44,31,22,1,True,15,200109898,15
2022-01-07,05:44:00,4,154,72,12,12,58,98.33,61.10,0,0,0,0,0,0,0,1,2,37,38,40,32,4,True,15,200109898,15
2022-01-07,05:59:00,4,150,62,26,20,42,99.71,61.96,0,0,0,0,0,0,0,0,3,24,39,53,27,4,True,15,200109898,15
2022-01-07,06:14:00,4,206,100,20,23,63,100.64,62.54,0,0,0,0,0,0,0,0,6,31,46,70,49,4,True,15,200109898,15
2022-01-07,06:29:00,4,217,102,21,24,70,98.91,61.46,0,0,0,0,0,0,0,0,2,43,57,73,39,3,True,15,200109898,15
2022-01-07,06:44:00,4,258,117,43,26,72,99.24,61.67,0,0,0,0,0,0,0,1,8,50,54,86,53,6,True,15,200109898,15
2022-01-07,06:59:00,4,263,131,44,23,65,99.95,62.11,0,0,0,0,0,0,0,0,3,49,50,112,44,5,True,15,200109898,15
2022-01-07,07:14:00,4,329,174,50,39,66,99.43,61.79,0,0,0,1,0,0,0,1,6,59,54,148,54,6,True,15,200109898,15
2022-01-07,07:29:00,4,324,181,47,35,61,98.87,61.44,0,0,0,0,0,0,1,1,10,51,76,125,58,2,True,15,200109898,15
2022-01-07,07:44:00,4,356,224,44,26,62,97.70,60.71,0,0,0,0,1,0,0,0,10,79,66,149,46,5,True,15,200109898,15
2022-01-07,07:59:00,4,288,178,30,20,60,100.13,62.22,0,0,0,0,0,0,0,1,6,49,58,111,56,7,True,15,200109898,15
2022-01-07,08:14:00,4,251,151,37,27,36,102.86,63.92,0,0,0,0,1,0,0,0,2,34,40,98,66,10,True,15,200109898,15
2022-01-07,08:29:00,4,291,162,47,22,60,101.27,62.93,0,0,0,0,0,0,0,0,2,45,65,109,60,10,True,15,200109898,15
2022-01-07,08:44:00,4,284,164,27,25,68,99.94,62.10,0,0,0,0,0,0,0,0,2,54,68,94,62,4,True,15,200109898,15
2022-01-07,08:59:00,4,263,168,24,27,44,103.27,64.17,0,0,0,0,0,0,0,0,3,35,41,107,66,11,True,15,200109898,15
2022-01-07,09:14:00,4,232,136,25,30,41,102.69,63.81,0,0,0,0,0,0,0,2,3,21,44,103,52,7,True,15,200109898,15
2022-01-07,09:29:00,4,240,138,25,25,52,97.95,60.87,0,1,0,0,0,1,0,2,12,37,42,83,58,4,True,15,200109898,15
2022-01-07,09:44:00,4,283,162,35,22,64,95.37,59.26,0,0,0,0,1,0,0,0,9,70,86,82,30,5,True,15,200109898,15
2022-01-07,09:59:00,4,249,143,26,19,61,101.00,62.76,0,0,0,0,0,0,0,1,2,36,61,86,58,5,True,15,200109898,15
2022-01-07,10:14:00,4,255,131,26,28,70,99.89,62.07,0,0,0,0,0,0,0,1,1,42,72,81,53,5,True,15,200109898,15
2022-01-07,10:29:00,4,252,154,23,20,55,100.58,62.50,0,0,0,0,0,0,0,1,7,35,52,102,47,8,True,15,200109898,15
2022-01-07,10:44:00,4,235,150,25,14,46,102.44,63.65,0,0,0,0,0,0,1,2,1,31,40,95,54,11,True,15,200109898,15
2022-01-07,10:59:00,4,273,149,28,29,67,99.37,61.74,0,0,0,0,0,0,0,0,12,48,50,107,51,5,True,15,200109898,15
2022-01-07,11:14:00,4,257,151,22,21,63,100.81,62.64,0,0,0,0,0,0,0,0,4,46,57,79,64,7,True,15,200109898,15
2022-01-07,11:29:00,4,284,159,24,32,69,98.56,61.24,0,0,0,0,0,0,0,0,6,45,78,114,39,2,True,15,200109898,15
2022-01-07,11:44:00,4,287,178,20,21,68,100.59,62.51,0,0,0,0,0,0,0,0,1,44,66,119,53,4,True,15,200109898,15
2022-01-07,11:59:00,4,293,170,26,32,65,98.71,61.34,0,0,0,0,0,0,0,1,8,53,70,106,51,4,True,15,200109898,15
2022-01-07,12:14:00,4,290,169,28,16,77,98.68,61.32,0,0,0,0,0,0,0,1,8,54,61,116,48,2,True,15,200109898,15
2022-01-07,12:29:00,4,341,203,34,28,76,98.66,61.30,0,0,0,0,0,0,1,1,14,58,67,140,56,4,True,15,200109898,15
2022-01-07,12:44:00,4,316,199,19,30,68,101.90,63.32,0,0,0,0,1,0,0,0,1,43,68,115,81,7,True,15,200109898,15
2022-01-07,12:59:00,4,335,199,32,20,84,100.03,62.16,0,0,0,0,0,0,0,0,1,65,71,130,61,7,True,15,200109898,15
2022-01-07,13:14:00,4,333,194,31,25,83,99.33,61.72,0,0,0,0,0,0,0,3,3,61,73,129,59,5,True,15,200109898,15
2022-01-07,13:29:00,4,311,193,27,22,69,103.37,64.23,0,0,0,0,0,0,0,1,7,34,63,99,93,14,True,15,200109898,15
2022-01-07,13:44:00,4,353,231,32,20,70,100.39,62.38,0,0,0,0,0,0,0,0,7,69,56,138,79,4,True,15,200109898,15
2022-01-07,13:59:00,4,294,185,22,28,59,98.97,61.50,0,0,0,0,0,0,0,2,12,55,70,82,61,12,True,15,200109898,15
2022-01-07,14:14:00,4,368,238,33,27,70,100.92,62.71,0,0,0,0,0,0,0,0,6,61,70,147,72,12,True,15,200109898,15
2022-01-07,14:29:00,4,326,220,22,27,57,101.36,62.98,0,0,0,0,1,0,0,0,5,40,69,131,74,6,True,15,200109898,15
2022-01-07,14:44:00,4,372,249,33,20,70,100.78,62.62,0,0,0,0,0,0,0,2,5,41,90,163,63,8,True,15,200109898,15
2022-01-07,14:59:00,4,347,232,32,25,58,103.82,64.51,0,0,0,0,0,0,1,0,7,33,51,151,91,13,True,15,200109898,15
2022-01-07,15:14:00,4,362,242,37,26,57,100.65,62.54,0,0,0,0,0,0,0,4,18,49,66,121,95,9,True,15,200109898,15
2022-01-07,15:29:00,4,322,234,21,16,51,105.82,65.75,0,0,0,0,0,0,0,0,3,41,43,99,116,20,True,15,200109898,15
2022-01-07,15:44:00,4,352,248,28,19,57,104.25,64.78,0,0,0,0,0,0,0,0,1,30,70,145,93,13,True,15,200109898,15
2022-01-07,15:59:00,4,367,267,29,20,51,103.11,64.07,0,1,0,0,0,0,0,4,4,41,52,133,118,14,True,15,200109898,15
2022-01-07,16:14:00,4,363,280,28,12,43,104.08,64.67,0,0,0,0,0,0,0,1,1,37,51,174,86,13,True,15,200109898,15
2022-01-07,16:29:00,4,278,205,21,19,33,105.88,65.79,0,0,0,0,0,0,0,0,2,27,39,103,94,13,True,15,200109898,15
2022-01-07,16:44:00,4,357,257,18,18,64,101.69,63.19,0,0,0,2,0,0,0,0,1,38,69,161,81,5,True,15,200109898,15
2022-01-07,16:59:00,4,278,222,16,9,31,104.15,64.72,0,0,0,0,0,0,0,0,2,31,34,129,78,4,True,15,200109898,15
2022-01-07,17:14:00,4,344,260,22,8,54,99.94,62.10,0,0,1,0,0,0,0,0,9,48,66,148,68,4,True,15,200109898,15
2022-01-07,17:29:00,4,324,264,16,10,34,104.66,65.04,0,0,0,0,0,0,0,2,5,30,39,140,99,9,True,15,200109898,15
2022-01-07,17:44:00,4,269,206,15,16,32,103.78,64.49,0,0,0,0,0,0,0,0,1,26,52,112,70,8,True,15,200109898,15
2022-01-07,17:59:00,4,275,211,20,12,32,107.44,66.76,0,0,0,0,0,0,0,0,5,17,36,97,102,18,True,15,200109898,15
2022-01-07,18:14:00,4,284,222,14,14,34,104.88,65.17,0,0,0,0,0,0,0,0,4,34,30,117,89,10,True,15,200109898,15
2022-01-07,18:29:00,4,267,208,13,11,35,104.91,65.19,0,0,0,0,0,0,0,0,2,35,21,126,68,15,True,15,200109898,15
2022-01-07,18:44:00,4,246,187,6,11,42,105.66,65.66,0,0,0,0,0,0,0,0,0,25,35,94,85,7,True,15,200109898,15
2022-01-07,18:59:00,4,210,162,16,8,24,108.72,67.56,0,0,0,0,0,0,0,0,0,15,29,68,76,22,True,15,200109898,15
2022-01-07,19:14:00,4,209,151,16,9,33,105.55,65.59,0,0,0,0,0,0,0,0,1,21,29,83,65,10,True,15,200109898,15
2022-01-07,19:29:00,4,199,156,11,6,26,107.74,66.95,0,0,0,0,0,0,0,0,4,12,21,77,70,15,True,15,200109898,15
2022-01-07,19:44:00,4,153,113,12,10,18,106.05,65.90,0,0,0,0,0,0,0,0,2,18,17,56,47,13,True,15,200109898,15
2022-01-07,19:59:00,4,149,95,10,12,32,104.78,65.11,0,0,0,0,0,0,0,1,1,21,20,48,48,10,True,15,200109898,15
2022-01-07,20:14:00,4,121,86,6,6,23,105.86,65.78,0,0,0,0,0,0,0,1,1,16,13,35,50,5,True,15,200109898,15
2022-01-07,20:29:00,4,129,94,8,4,23,102.74,63.84,0,0,0,1,0,0,0,0,3,12,21,52,31,9,True,15,200109898,15
2022-01-07,20:44:00,4,121,80,6,4,31,103.29,64.18,0,0,0,0,0,0,0,0,3,19,24,27,40,8,True,15,200109898,15
2022-01-07,20:59:00,4,92,57,8,5,22,105.44,65.52,0,0,0,0,0,0,0,0,0,12,15,28,31,6,True,15,200109898,15
2022-01-07,21:14:00,4,116,74,6,4,32,101.16,62.86,0,0,0,0,0,0,0,0,1,19,25,41,28,2,True,15,200109898,15
2022-01-07,21:29:00,4,62,38,1,3,20,98.30,61.09,0,0,0,0,0,0,0,0,2,16,11,21,8,4,True,15,200109898,15
2022-01-07,21:44:00,4,94,54,2,3,35,100.68,62.56,0,0,0,0,0,0,1,0,0,20,19,27,20,7,True,15,200109898,15
2022-01-07,21:59:00,4,53,30,5,2,16,103.58,64.37,0,0,0,0,0,0,0,0,1,9,7,15,20,1,True,15,200109898,15
2022-01-07,22:14:00,4,68,36,4,7,21,100.07,62.18,0,0,0,0,0,0,0,1,3,12,13,18,18,3,True,15,200109898,15
2022-01-07,22:29:00,4,71,39,4,4,24,102.45,63.66,0,0,0,0,0,0,0,0,1,8,23,16,16,7,True,15,200109898,15
2022-01-07,22:44:00,4,43,26,3,0,14,100.73,62.59,0,0,0,0,0,0,0,1,3,7,3,16,10,3,True,15,200109898,15
2022-01-07,22:59:00,4,44,30,2,0,12,103.72,64.45,0,0,0,0,0,0,0,1,2,7,5,8,17,4,True,15,200109898,15
2022-01-07,23:14:00,4,49,25,4,3,17,103.66,64.42,0,0,0,0,0,0,0,0,1,6,12,15,6,9,True,15,200109898,15
2022-01-07,23:29:00,4,43,18,1,3,21,95.37,59.26,0,0,0,0,0,0,0,0,1,17,6,12,6,1,True,15,200109898,15
2022-01-07,23:44:00,4,41,16,1,4,20,95.88,59.58,0,0,0,0,0,0,0,0,3,12,9,8,7,2,True,15,200109898,15
2022-01-07,23:59:00,4,51,27,3,0,21,100.89,62.69,0,0,0,0,0,0,0,2,1,6,12,14,12,4,True,15,200109898,15
2022-01-08,00:14:00,5,35,19,3,2,11,101.82,63.27,0,0,0,0,0,0,0,0,2,2,7,16,7,1,True,15,200109898,15
2022-01-08,00:29:00,5,30,13,2,1,14,100.31,62.33,0,0,0,0,0,0,0,0,0,8,6,7,7,2,True,15,200109898,15
2022-01-08,00:44:00,5,28,14,1,2,11,99.39,61.76,0,0,0,0,0,0,0,0,0,6,8,8,4,2,True,15,200109898,15
2022-01-08,00:59:00,5,24,9,0,3,12,98.05,60.93,0,0,0,0,0,0,0,0,1,6,7,4,3,3,True,15,200109898,15
2022-01-08,01:14:00,5,30,6,1,3,20,91.50,56.86,0,0,0,0,0,0,0,0,2,12,9,5,0,2,True,15,200109898,15
2022-01-08,01:29:00,5,28,6,0,2,20,93.38,58.03,0,0,0,0,0,0,0,0,1,7,12,7,0,1,True,15,200109898,15
2022-01-08,01:44:00,5,29,7,3,2,17,96.56,60.00,0,0,0,0,0,0,0,0,0,10,9,3,5,2,True,15,200109898,15
2022-01-08,01:59:00,5,20,7,0,3,10,99.11,61.59,0,0,0,0,0,0,0,0,0,6,5,4,2,3,True,15,200109898,15
2022-01-08,02:14:00,5,29,6,3,4,16,94.20,58.54,0,0,0,0,0,0,0,0,3,7,11,2,4,2,True,15,200109898,15
2022-01-08,02:29:00,5,20,6,2,1,11,95.21,59.16,0,0,0,0,0,0,0,0,1,5,6,6,1,1,True,15,200109898,15
2022-01-08,02:44:00,5,20,3,1,3,13,91.18,56.66,0,0,0,0,0,0,0,0,1,7,8,3,1,0,True,15,200109898,15
2022-01-08,02:59:00,5,29,8,3,4,14,93.50,58.10,0,0,0,0,0,1,0,0,0,7,8,11,2,0,True,15,200109898,15
2022-01-08,03:14:00,5,28,4,1,7,16,93.52,58.11,0,0,0,0,0,0,0,0,0,10,9,8,0,1,True,15,200109898,15
2022-01-08,03:29:00,5,32,7,3,1,21,96.11,59.72,0,0,0,0,0,0,0,0,1,7,13,5,5,1,True,15,200109898,15
2022-01-08,03:44:00,5,42,9,1,15,17,101.00,62.76,0,0,0,0,0,0,0,0,0,9,11,11,5,6,True,15,200109898,15
2022-01-08,03:59:00,5,32,9,2,2,19,96.12,59.73,0,0,0,0,0,0,0,0,2,5,13,6,6,0,True,15,200109898,15
2022-01-08,04:14:00,5,38,10,3,5,20,96.60,60.03,0,0,0,0,0,0,0,0,2,9,10,10,6,1,True,15,200109898,15
2022-01-08,04:29:00,5,32,7,2,3,20,92.96,57.77,0,0,0,0,0,0,0,1,1,13,6,6,4,1,True,15,200109898,15
2022-01-08,04:44:00,5,43,14,5,4,20,97.87,60.82,0,0,0,0,0,0,0,0,0,12,11,10,10,0,True,15,200109898,15
2022-01-08,04:59:00,5,43,16,5,3,19,97.01,60.28,0,0,0,0,0,0,0,0,2,11,8,15,6,1,True,15,200109898,15
2022-01-08,05:14:00,5,41,12,4,8,17,97.85,60.80,0,0,0,0,0,0,0,1,0,8,12,12,7,1,True,15,200109898,15
2022-01-08,05:29:00,5,59,22,7,4,26,97.75,60.74,0,0,0,0,0,0,0,0,2,12,18,15,10,2,True,15,200109898,15
2022-01-08,05:44:00,5,82,44,11,2,25,99.92,62.09,0,0,0,0,0,0,0,0,0,17,20,27,14,4,True,15,200109898,15
2022-01-08,05:59:00,5,90,45,8,7,30,100.84,62.66,0,0,0,0,0,0,0,0,1,15,24,26,19,5,True,15,200109898,15
2022-01-08,06:14:00,5,82,40,10,6,26,102.12,63.46,0,0,0,0,0,0,0,0,1,10,18,32,18,3,True,15,200109898,15
2022-01-08,06:29:00,5,94,48,7,7,32,101.70,63.19,0,0,0,0,0,0,0,0,1,9,28,33,19,4,True,15,200109898,15
2022-01-08,06:44:00,5,118,66,10,9,33,101.50,63.07,0,0,0,0,0,0,0,0,3,21,19,40,32,3,True,15,200109898,15
2022-01-08,06:59:00,5,113,65,12,10,26,103.30,64.19,0,0,0,0,0,0,0,0,1,19,15,45,23,10,True,15,200109898,15
2022-01-08,07:14:00,5,110,72,6,7,25,99.88,62.06,0,0,0,0,1,0,0,0,5,20,16,37,24,7,True,15,200109898,15
2022-01-08,07:29:00,5,108,70,12,9,17,103.98,64.61,0,0,0,0,0,0,0,0,0,15,16,44,27,6,True,15,200109898,15
2022-01-08,07:44:00,5,141,92,10,19,20,104.14,64.71,0,0,0,0,0,0,0,0,3,8,25,68,30,7,True,15,200109898,15
2022-01-08,07:59:00,5,153,104,16,9,24,105.63,65.64,0,0,0,0,0,0,0,0,1,16,23,58,42,13,True,15,200109898,15
2022-01-08,08:14:00,5,143,90,15,11,27,101.69,63.19,0,0,1,0,0,0,0,1,0,15,26,58,37,5,True,15,200109898,15
2022-01-08,08:29:00,5,142,114,8,4,16,106.27,66.04,0,0,0,0,0,0,0,1,1,9,19,60,44,8,True,15,200109898,15
2022-01-08,08:44:00,5,189,142,17,11,19,106.34,66.08,0,0,0,0,0,0,0,1,1,20,16,79,60,12,True,15,200109898,15
2022-01-08,08:59:00,5,156,112,11,8,25,105.18,65.36,0,0,0,0,0,0,0,1,0,20,21,52,56,6,True,15,200109898,15
2022-01-08,09:14:00,5,186,131,15,9,31,104.03,64.64,0,0,0,0,0,0,0,0,0,36,20,60,62,8,True,15,200109898,15
2022-01-08,09:29:00,5,172,133,5,8,26,106.84,66.39,0,0,0,0,0,0,0,0,2,16,20,64,56,14,True,15,200109898,15
2022-01-08,09:44:00,5,224,166,22,17,19,106.59,66.23,0,0,0,0,0,0,0,1,4,17,28,83,74,17,True,15,200109898,15
2022-01-08,09:59:00,5,226,183,10,8,25,106.10,65.93,0,0,0,0,0,0,0,0,2,18,36,84,72,14,True,15,200109898,15
2022-01-08,10:14:00,5,219,170,17,6,26,104.79,65.12,0,0,0,0,1,0,0,1,4,18,28,90,63,14,True,15,200109898,15
2022-01-08,10:29:00,5,238,187,11,19,21,105.76,65.72,0,0,0,0,0,0,0,0,5,14,35,96,82,6,True,15,200109898,15
2022-01-08,10:44:00,5,222,186,15,6,15,106.40,66.12,0,0,0,0,1,0,2,0,0,15,23,90,81,10,True,15,200109898,15
2022-01-08,10:59:00,5,278,224,20,10,24,105.94,65.83,0,0,0,0,0,0,0,0,2,16,47,115,87,11,True,15,200109898,15
2022-01-08,11:14:00,5,264,214,15,7,28,106.55,66.21,0,0,0,0,0,0,0,0,5,10,33,122,86,8,True,15,200109898,15
2022-01-08,11:29:00,5,280,228,17,9,26,106.66,66.28,0,0,0,0,0,0,0,0,1,23,31,115,104,6,True,15,200109898,15
2022-01-08,11:44:00,5,312,263,10,10,29,105.56,65.59,0,0,0,0,0,0,0,0,1,32,35,141,87,16,True,15,200109898,15
2022-01-08,11:59:00,5,236,185,13,17,21,49.15,30.54,17,5,3,4,12,5,4,1,3,15,31,81,49,6,True,15,200109898,15
2022-01-08,12:14:00,5,258,215,14,13,16,107.74,66.95,0,0,0,0,0,0,0,0,2,13,26,118,84,15,True,15,200109898,15
2022-01-08,12:29:00,5,254,203,12,14,25,107.43,66.75,0,0,0,0,0,0,0,0,1,21,25,106,83,18,True,15,200109898,15
2022-01-08,12:44:00,5,274,231,18,10,15,104.72,65.07,0,0,0,0,0,0,0,3,4,23,32,119,87,6,True,15,200109898,15
2022-01-08,12:59:00,5,284,234,21,5,24,104.42,64.88,0,0,0,0,0,0,0,0,1,22,41,144,73,3,True,15,200109898,15
2022-01-08,13:14:00,5,307,255,13,17,22,106.94,66.45,0,0,0,0,0,0,0,1,2,22,33,133,96,20,True,15,200109898,15
2022-01-08,13:29:00,5,280,228,18,12,22,107.96,67.09,0,0,0,0,0,0,0,1,2,19,31,104,102,21,True,15,200109898,15
2022-01-08,13:44:00,5,282,232,16,19,15,109.73,68.19,0,0,0,0,0,0,0,0,1,14,35,88,122,22,True,15,200109898,15
2022-01-08,13:59:00,5,271,234,5,12,20,107.55,66.83,0,0,0,0,0,0,0,0,4,18,32,99,102,16,True,15,200109898,15
2022-01-08,14:14:00,5,287,243,11,15,18,111.30,69.16,0,0,0,0,0,0,0,0,0,15,23,94,124,31,True,15,200109898,15
2022-01-08,14:29:00,5,259,223,13,9,14,110.93,68.93,0,0,0,0,0,0,0,0,1,7,24,92,116,19,True,15,200109898,15
2022-01-08,14:44:00,5,297,250,16,13,18,109.55,68.07,0,0,0,0,0,0,0,0,3,13,32,107,114,28,True,15,200109898,15
2022-01-08,14:59:00,5,266,227,16,8,15,111.57,69.33,0,0,0,0,0,0,0,0,2,9,22,89,113,31,True,15,200109898,15
2022-01-08,15:14:00,5,253,213,16,8,16,110.18,68.46,0,0,0,0,0,1,0,0,0,16,18,89,102,27,True,15,200109898,15
2022-01-08,15:29:00,5,242,211,11,7,13,113.71,70.66,0,0,0,0,0,0,0,0,0,10,11,73,114,34,True,15,200109898,15
2022-01-08,15:44:00,5,249,212,12,9,16,109.23,67.87,0,0,0,0,0,0,0,0,0,20,17,99,89,24,True,15,200109898,15
2022-01-08,15:59:00,5,256,214,14,15,13,107.37,66.72,0,0,0,1,0,0,0,0,1,9,31,112,88,14,True,15,200109898,15
2022-01-08,16:14:00,5,230,197,9,8,16,110.50,68.66,0,0,0,0,0,0,0,0,1,10,21,87,82,29,True,15,200109898,15
2022-01-08,16:29:00,5,233,209,8,4,12,109.71,68.17,0,0,0,0,0,0,0,0,1,15,17,87,94,19,True,15,200109898,15
2022-01-08,16:44:00,5,234,211,7,6,10,108.64,67.51,0,0,0,0,0,0,0,0,3,9,27,89,93,13,True,15,200109898,15
2022-01-08,16:59:00,5,257,228,6,11,12,109.17,67.84,0,0,0,0,0,0,0,0,3,5,28,111,90,20,True,15,200109898,15
2022-01-08,17:14:00,5,213,182,8,9,14,107.88,67.04,0,0,0,0,0,0,0,0,4,13,24,81,71,20,True,15,200109898,15
2022-01-08,17:29:00,5,240,200,12,8,20,106.36,66.09,0,0,0,0,0,0,0,1,1,19,27,106,72,14,True,15,200109898,15
2022-01-08,17:44:00,5,170,146,5,4,15,107.34,66.70,0,0,0,0,0,0,0,0,1,13,16,72,60,8,True,15,200109898,15
2022-01-08,17:59:00,5,103,90,4,2,7,107.91,67.06,0,0,0,0,0,0,0,0,1,6,13,40,34,9,True,15,200109898,15
2022-01-08,18:14:00,5,299,263,14,9,13,67.83,42.15,0,0,0,0,0,22,120,85,23,4,7,17,17,4,True,15,200109898,15
2022-01-08,18:29:00,5,169,148,8,4,9,109.58,68.09,0,0,0,0,0,0,0,0,1,10,15,67,54,22,True,15,200109898,15
2022-01-08,18:44:00,5,144,118,8,6,12,108.22,67.25,0,0,0,0,0,0,0,0,2,12,15,48,53,14,True,15,200109898,15
2022-01-08,18:59:00,5,151,134,3,1,13,106.87,66.41,0,0,0,0,0,0,0,0,2,8,23,57,54,7,True,15,200109898,15
2022-01-08,19:14:00,5,149,123,7,6,13,108.13,67.19,0,0,0,0,0,0,0,0,3,8,15,57,56,10,True,15,200109898,15
2022-01-08,19:29:00,5,137,116,3,6,12,106.72,66.32,0,1,0,0,0,0,0,0,1,9,12,43,56,15,True,15,200109898,15
2022-01-08,19:44:00,5,115,90,4,3,18,107.79,66.98,0,0,0,0,0,0,0,0,4,12,11,33,37,18,True,15,200109898,15
2022-01-08,19:59:00,5,138,117,7,2,12,108.43,67.38,0,0,0,0,0,0,0,1,1,11,10,53,48,14,True,15,200109898,15
2022-01-08,20:14:00,5,162,130,6,6,20,105.47,65.54,0,0,0,0,0,0,1,1,4,12,17,63,58,6,True,15,200109898,15
2022-01-08,20:29:00,5,160,140,6,3,11,110.87,68.89,0,0,0,0,0,0,0,0,0,7,13,60,63,17,True,15,200109898,15
2022-01-08,20:44:00,5,133,111,8,0,14,108.50,67.42,0,0,0,0,0,0,0,0,2,9,12,50,48,12,True,15,200109898,15
2022-01-08,20:59:00,5,132,105,9,3,15,110.35,68.57,0,0,0,0,0,0,0,0,0,6,12,53,44,17,True,15,200109898,15
2022-01-08,21:14:00,5,115,97,4,0,14,108.77,67.59,0,0,0,0,0,0,0,0,0,11,5,46,47,6,True,15,200109898,15
2022-01-08,21:29:00,5,94,79,5,3,7,110.17,68.46,0,0,0,0,0,0,0,0,1,4,8,33,41,7,True,15,200109898,15
2022-01-08,21:44:00,5,73,56,6,3,8,107.78,66.97,0,0,0,0,0,0,0,0,0,5,11,25,27,5,True,15,200109898,15
2022-01-08,21:59:00,5,63,51,4,0,8,109.85,68.26,0,0,0,0,0,0,0,0,3,2,4,21,26,7,True,15,200109898,15
2022-01-08,22:14:00,5,68,47,7,2,12,107.67,66.90,0,0,0,0,0,0,0,0,0,7,6,29,17,9,True,15,200109898,15
2022-01-08,22:29:00,5,83,60,10,4,9,106.06,65.91,0,0,0,0,0,0,0,0,2,8,12,27,26,8,True,15,200109898,15
2022-01-08,22:44:00,5,56,41,5,4,6,106.66,66.28,0,0,0,0,0,0,0,0,0,4,9,22,17,4,True,15,200109898,15
2022-01-08,22:59:00,5,58,40,7,3,8,104.69,65.06,0,0,0,0,0,0,0,0,0,9,7,21,18,3,True,15,200109898,15
2022-01-08,23:14:00,5,47,34,3,1,9,104.46,64.91,0,0,0,0,0,0,0,1,0,6,7,15,14,4,True,15,200109898,15
2022-01-08,23:29:00,5,29,20,3,2,4,107.54,66.82,0,0,0,0,0,0,0,0,0,4,1,13,7,4,True,15,200109898,15
2022-01-08,23:44:00,5,33,27,1,0,5,110.29,68.54,0,0,0,0,0,0,0,0,1,2,2,10,14,4,True,15,200109898,15
2022-01-08,23:59:00,5,35,25,2,4,4,106.25,66.02,0,0,0,0,0,0,0,0,0,3,6,13,10,3,True,15,200109898,15
2022-01-09,00:14:00,6,36,25,1,3,7,108.85,67.64,0,0,0,0,0,0,0,0,0,4,4,11,11,6,True,15,200109898,15
2022-01-09,00:29:00,6,25,12,2,1,10,96.85,60.18,0,0,0,0,0,0,0,0,1,6,8,6,1,3,True,15,200109898,15
2022-01-09,00:44:00,6,28,17,0,1,10,95.76,59.50,0,0,0,0,1,0,0,0,2,3,8,6,6,2,True,15,200109898,15
2022-01-09,00:59:00,6,26,15,0,1,10,100.47,62.43,0,0,0,0,0,0,0,0,2,4,5,7,6,2,True,15,200109898,15
2022-01-09,01:14:00,6,15,6,0,1,8,99.91,62.08,0,0,0,0,0,0,0,0,0,4,4,2,4,1,True,15,200109898,15
2022-01-09,01:29:00,6,19,6,2,2,9,93.61,58.17,0,0,0,0,0,0,0,0,0,5,9,4,1,0,True,15,200109898,15
2022-01-09,01:44:00,6,25,11,3,4,7,102.57,63.74,0,0,0,0,0,0,0,1,1,3,4,6,7,3,True,15,200109898,15
2022-01-09,01:59:00,6,17,10,0,1,6,105.73,65.70,0,0,0,0,0,0,0,0,2,1,4,2,2,6,True,15,200109898,15
2022-01-09,02:14:00,6,12,8,1,1,2,108.53,67.44,0,0,0,0,0,0,0,0,0,1,2,2,7,0,True,15,200109898,15
2022-01-09,02:29:00,6,10,4,0,1,5,98.36,61.12,0,0,0,0,0,0,0,0,0,3,3,2,0,2,True,15,200109898,15
2022-01-09,02:44:00,6,15,3,3,1,8,98.29,61.08,0,0,0,0,0,0,0,0,0,3,6,2,4,0,True,15,200109898,15
2022-01-09,02:59:00,6,21,6,4,1,10,96.72,60.10,0,0,0,0,0,0,0,1,0,6,4,5,4,1,True,15,200109898,15
2022-01-09,03:14:00,6,13,1,2,2,8,94.84,58.93,0,0,0,0,0,0,0,0,0,4,5,2,2,0,True,15,200109898,15
2022-01-09,03:29:00,6,27,9,3,8,7,106.44,66.14,0,0,0,0,0,0,0,0,1,5,3,6,4,8,True,15,200109898,15
2022-01-09,03:44:00,6,18,5,0,5,8,96.72,60.10,0,0,0,0,0,0,0,0,1,3,5,7,2,0,True,15,200109898,15
2022-01-09,03:59:00,6,17,2,1,5,9,98.82,61.41,0,0,0,0,0,0,0,0,2,2,5,3,3,2,True,15,200109898,15
2022-01-09,04:14:00,6,11,5,1,1,4,101.49,63.07,0,0,0,0,0,0,0,0,0,2,2,4,3,0,True,15,200109898,15
